,user_id,game_name, time_is_play,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
13,23225650,Lara Croft and the Guardian of Light,1.6,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
14,27169419,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
15,29001140,Lara Croft and the Guardian of Light,1.6,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
16,30246419,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
17,30699429,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
18,31669242,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
19,33013552,Lara Croft and the Guardian of Light,8.9,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
20,33865373,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
21,34582304,Lara Croft and the Guardian of Light,1.6,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
22,34919318,Lara Croft and the Guardian of Light,7.1,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
23,35701646,Lara Croft and the Guardian of Light,1.6,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
24,36404933,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
25,36546868,Lara Croft and the Guardian of Light,1.3,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
26,38049880,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
27,40212239,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
28,44370809,Lara Croft and the Guardian of Light,1.7,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
29,44545959,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
30,48798067,Lara Croft and the Guardian of Light,1.3,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
31,50797633,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
32,53875128,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
33,53898495,Lara Croft and the Guardian of Light,7.9,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
34,57500988,Lara Croft and the Guardian of Light,2.1,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
35,62990992,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
36,63615483,Lara Croft and the Guardian of Light,2.1,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
37,64754418,Lara Croft and the Guardian of Light,1.2,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
38,64787956,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
39,65398650,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
40,67579257,Lara Croft and the Guardian of Light,4.4,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
41,69849141,Lara Croft and the Guardian of Light,2.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
42,69954842,Lara Croft and the Guardian of Light,10.9,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
43,71527252,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
44,71777065,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
45,73835640,Lara Croft and the Guardian of Light,3.5,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
46,76892907,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
47,84824859,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
48,85366890,Lara Croft and the Guardian of Light,7.8,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
49,86912006,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
50,88173801,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
51,88579585,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
52,92393218,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
53,96282673,Lara Croft and the Guardian of Light,1.4,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
54,99077905,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
55,101690993,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
56,116564064,Lara Croft and the Guardian of Light,5.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
57,116876958,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
58,122026623,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
59,124556386,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
60,142775542,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
61,143643478,Lara Croft and the Guardian of Light,9.2,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
62,147602462,Lara Croft and the Guardian of Light,14.6,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
63,154230723,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
64,154230933,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
65,185075395,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
66,186673066,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
67,198346312,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
68,209917929,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
69,218317467,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
70,272820556,Lara Croft and the Guardian of Light,1.0,lara croft and the guardian of light,5181,22449,29517,60829,28129,204,161,52,417,1525,2,4312,46,406,74,325,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
71,1936551,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
72,32125590,Men of War Vietnam,1.5,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
73,32126281,Men of War Vietnam,1.2,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
74,57103808,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
75,62878249,Men of War Vietnam,14.2,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
76,76892907,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
77,77870593,Men of War Vietnam,17.8,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
78,89226643,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
79,116515230,Men of War Vietnam,9.3,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
80,122026623,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
81,126191291,Men of War Vietnam,1.0,men of war: vietnam,5885,22622,46395,99470,61178,1,4,3,8,19,0,377,4,31,70,4,,,,,,,,,,,,,,,,,,,
82,2083767,Path of Exile,14.1,path of exile,6938,100065,396020,1688316,300623,97,101,16,214,931,1,4040,132,2000,76,296,,106.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,free to play ( f2p ),blood,magic,sword,3d,Path of Exile,81.9571511447508,283.0,Action,Action,Horror,,
83,2259650,Path of Exile,1.0,path of exile,6938,100065,396020,1688316,300623,97,101,16,214,931,1,4040,132,2000,76,296,,106.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,free to play ( f2p ),blood,magic,sword,3d,Path of Exile,81.9571511447508,283.0,Action,Action,Horror,,
84,3449240,Path of Exile,115.0,path of exile,6938,100065,396020,1688316,300623,97,101,16,214,931,1,4040,132,2000,76,296,,106.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,free to play ( f2p ),blood,magic,sword,3d,Path of Exile,81.9571511447508,283.0,Action,Action,Horror,,
